name,career,last10,lwin,wins,places,tj,jh,twelveMonth,season,track,distance,trackDistance,firm,good,soft,heavy,wet,hclass,roi,is_winner
6. Catch These Hands,0.33,0.21,0.00,0.00,0.33,0.12,1.00,0.33,0.33,0.00,0.50,0.00,0.00,0.33,0.00,0.00,0.00,0.50,-1.00,1.00
7. Musqueam,0.00,0.17,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
10. Gapsbetweentheears,0.00,0.15,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
11. La Patrona,0.00,0.17,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
12. She's Fit,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8. Chase The Spirit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9. Cherished Trade,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Never Sober,0.44,0.33,0.20,0.19,0.44,0.13,0.00,0.50,0.50,0.25,0.67,0.00,0.00,0.55,0.33,0.00,0.20,0.60,1.22,1.00
2. Pray Again,0.50,0.25,0.02,0.20,0.50,0.09,0.56,0.43,0.67,0.25,0.50,0.00,0.00,0.57,0.50,0.00,0.33,0.50,-0.39,1.00
3. Lautre,0.38,0.40,0.03,0.15,0.38,0.15,0.67,0.45,0.50,0.33,0.50,0.00,0.00,0.45,0.00,0.00,0.00,0.50,-0.12,0.00
4. Nero King,0.60,0.60,0.06,0.40,0.60,0.17,0.60,0.60,0.00,0.00,1.00,0.00,0.00,0.50,0.67,0.00,0.67,0.00,-0.21,1.00
5. Beanie,0.38,0.26,0.02,0.09,0.38,0.03,0.00,0.00,0.00,0.25,0.33,0.33,0.00,0.33,0.42,1.00,0.46,0.32,-0.26,0.00
6. Dad's Bigheaded,0.32,0.22,0.02,0.06,0.32,0.00,0.50,0.21,0.33,0.08,0.14,0.00,0.00,0.30,0.40,0.00,0.36,0.11,-0.65,1.00
8. Run Like Fire,0.14,0.18,0.03,0.09,0.14,0.07,0.43,0.25,0.00,0.17,0.20,1.00,0.00,0.12,0.00,1.00,0.20,0.17,1.00,0.00
9. Act Innocent,0.16,0.18,0.03,0.08,0.16,0.12,0.50,0.08,0.00,0.00,0.21,0.00,0.00,0.19,0.00,0.00,0.00,0.00,-0.30,0.00
10. Artie's Jewels,0.26,0.17,0.09,0.05,0.26,0.17,0.00,0.00,0.00,0.08,0.32,0.00,0.00,0.18,0.46,0.00,0.43,0.11,-0.84,0.00
7. Mojo's Luck,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2. Vevinsky,0.33,0.26,0.02,0.07,0.33,0.22,0.00,0.42,0.00,0.17,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.40,-0.83,1.00
3. Truly Inspired,0.33,0.24,0.01,0.17,0.33,0.28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.50,0.00,0.50,0.00,-0.60,1.00
4. Idle Star,0.22,0.22,0.06,0.11,0.22,0.00,1.00,0.25,0.25,1.00,1.00,1.00,0.00,0.20,0.00,0.33,0.25,0.25,-0.06,1.00
5. My Boy Chris,0.36,0.28,0.03,0.09,0.36,0.20,0.50,0.44,0.00,0.25,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-0.68,0.00
6. Weightman,0.50,0.33,0.06,0.13,0.50,0.14,1.00,0.50,0.50,1.00,0.00,0.00,0.00,0.50,0.60,0.00,0.50,1.00,-0.31,1.00
7. Man From Memphis,0.20,0.24,0.09,0.03,0.20,0.12,0.67,0.33,0.43,0.25,0.50,0.50,0.00,0.20,0.00,0.00,0.00,0.33,-0.80,0.00
8. Glenburn Hotel,0.22,0.20,0.02,0.04,0.22,0.09,0.00,0.14,0.13,0.00,0.00,0.00,0.00,0.13,0.30,0.22,0.26,0.33,-0.86,0.00
9. God's Dream,0.11,0.16,0.20,0.05,0.11,0.11,0.17,0.18,0.20,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.11,0.00
10. Pasaran,0.17,0.17,0.08,0.06,0.17,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.08,-0.88,0.00
11. The Bartender,0.20,0.18,0.03,0.10,0.20,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,-0.35,0.00
1. Mail,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. The Coolakin King,0.80,0.45,0.03,0.20,0.80,0.05,1.00,0.80,1.00,1.00,1.00,1.00,0.00,0.80,0.00,0.00,0.00,1.00,-0.20,0.00
2. Bigideas,1.00,0.50,0.50,0.50,1.00,0.09,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,4.50,1.00
4. Strictly Cash,0.14,0.19,0.06,0.14,0.14,0.50,0.50,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.00,13.43,0.00
5. Glacier Miss,0.44,0.21,0.03,0.06,0.44,0.18,0.00,0.43,0.00,0.33,0.25,0.00,0.00,0.40,1.00,0.00,1.00,0.50,-0.53,0.00
6. Karalee Rocks,0.50,0.40,0.04,0.50,0.50,0.12,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.18,1.00
8. Forlane,0.30,0.25,0.03,0.10,0.30,0.10,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,-0.70,0.00
9. Nunes,0.38,0.24,0.20,0.13,0.38,0.00,0.00,0.38,0.50,0.33,0.50,1.00,0.00,0.29,1.00,0.00,1.00,0.00,-0.72,1.00
10. Lady Tornado,0.38,0.23,0.02,0.13,0.38,0.17,0.33,0.38,0.00,0.33,0.33,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-0.69,0.00
11. Verdandi,0.33,0.16,0.06,0.05,0.33,0.09,0.00,0.00,0.00,0.25,0.29,0.00,0.00,0.29,0.43,0.00,0.43,0.35,-0.33,0.00
13e. Night Shift,0.25,0.19,0.20,0.13,0.25,0.50,0.50,0.29,0.25,0.67,0.33,1.00,0.00,0.25,0.00,0.00,0.00,0.50,1.63,1.00
3. Dangote,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7. Samaria,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12. Dr Schultz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Ginger Jones,0.37,0.16,0.01,0.20,0.37,0.17,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.36,0.67,0.00,0.50,0.00,0.23,0.00
2. Critical Altitude,0.65,0.35,0.33,0.24,0.65,0.07,0.64,0.75,0.67,0.67,0.50,0.50,0.00,0.71,0.33,0.00,0.33,1.00,0.58,0.00
3. Gunmetal Grey,0.57,0.30,0.02,0.13,0.57,0.18,0.83,0.40,0.00,0.25,0.69,0.33,0.00,0.57,0.43,1.00,0.56,1.00,-0.33,1.00
4. Dani Bella,0.54,0.22,0.03,0.18,0.54,0.15,0.00,0.50,0.00,0.55,0.67,0.67,0.00,0.56,0.33,0.00,0.33,1.00,0.81,0.00
5. Al Quepone,0.35,0.24,0.03,0.15,0.35,0.09,0.43,0.50,0.33,0.25,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,-0.11,1.00
6. Leica Jaguar,0.42,0.20,0.01,0.13,0.42,0.12,0.47,0.29,0.00,0.58,0.17,0.33,0.00,0.46,0.20,0.00,0.20,0.67,-0.24,0.00
7. Michelada,0.38,0.30,0.03,0.23,0.38,0.22,0.67,0.50,0.50,0.63,0.25,0.50,0.00,0.42,0.00,0.00,0.00,1.00,-0.25,1.00
8. Garage Days,0.70,0.28,0.03,0.15,0.70,0.17,0.79,0.64,0.00,0.33,0.60,1.00,0.00,0.69,0.75,0.00,0.75,0.25,-0.35,0.00
9. Tiff Has Spoken,0.39,0.14,0.02,0.11,0.39,0.00,0.00,0.00,0.00,0.21,0.17,0.00,0.00,0.42,0.25,0.00,0.20,0.00,-0.31,0.00
10. Hammarmill,1.00,0.50,0.04,0.25,1.00,0.09,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,5.50,1.00
11. Peppijack,0.30,0.18,0.01,0.10,0.30,0.08,0.43,0.25,0.00,0.26,0.38,1.00,0.00,0.22,0.44,0.67,0.48,0.63,-0.33,0.00
12. Weona Brute,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Brave Halo,1.00,1.00,0.33,1.00,1.00,0.16,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,5.28,1.00
2. Like A Leopard,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4. Good Vibes,0.00,0.25,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,1.00
5. Shell Bell,0.00,0.25,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,1.00
6. I'm On,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
3. No Hands,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Capricorn Man,0.57,0.32,0.20,0.29,0.57,0.16,1.00,0.57,0.67,0.67,0.75,0.75,0.00,0.67,0.00,0.00,0.00,1.00,0.20,1.00
2. Prawns Eleven,1.00,0.67,0.33,0.75,1.00,0.31,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.70,1.00
3. Diamond Command,1.00,0.50,0.04,0.25,1.00,0.09,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,2.00,1.00
4. Givemeonereason,0.50,0.43,0.17,0.25,0.50,0.22,0.00,0.50,0.67,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-0.40,0.00
5. My Bella Mae,1.00,1.00,0.25,1.00,1.00,0.25,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00
6. Torpedoman,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
7. Universal Playboy,0.00,0.25,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
8. Mystic Jane,0.60,0.25,0.00,0.00,0.60,0.00,1.00,0.60,0.75,0.33,0.33,0.33,0.00,0.50,1.00,0.00,1.00,0.00,-1.00,0.00
1. That's Funny Az,0.45,0.17,0.02,0.26,0.45,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.45,0.40,1.00,0.45,0.33,0.66,0.00
2. Off Wego,0.57,0.24,0.03,0.18,0.57,0.06,0.00,0.60,0.20,0.40,1.00,1.00,0.00,0.73,0.00,0.00,0.00,0.50,0.10,1.00
3. Tri For Us,0.75,0.39,0.03,0.25,0.75,0.08,0.00,0.58,0.50,0.60,1.00,1.00,0.00,0.73,0.75,1.00,0.80,0.75,-0.26,1.00
4. Juicing Carrots,0.34,0.17,0.33,0.11,0.34,0.00,0.00,0.07,0.50,0.27,0.27,0.00,0.00,0.36,0.26,0.50,0.29,0.00,0.34,0.00
6. Chuck A Luck,0.32,0.16,0.03,0.12,0.32,0.13,0.00,0.09,0.00,0.11,0.33,0.00,0.00,0.16,0.63,0.43,0.53,0.17,-0.25,0.00
7. Sowar,0.51,0.18,0.03,0.13,0.51,0.15,0.50,0.31,0.33,0.43,0.57,1.00,0.00,0.50,0.53,0.50,0.53,0.29,-0.11,0.00
8. Zadar Rock,0.42,0.29,0.25,0.25,0.42,0.23,0.57,0.50,0.67,0.33,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.24,1.00
9. Admired,0.27,0.23,0.04,0.12,0.27,0.00,0.00,0.29,1.00,0.43,0.20,0.00,0.00,0.31,0.14,0.00,0.14,0.00,0.15,1.00
10e. O'so Tempting,0.30,0.20,0.20,0.16,0.30,0.00,0.00,0.45,0.40,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.14,0.00
5. Blackwater Bay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11e. Dance Of The South,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Cheerful Moment,0.61,0.39,0.05,0.11,0.61,0.17,0.00,0.63,0.75,0.00,0.67,0.00,0.00,0.50,0.57,0.80,0.67,0.00,-0.58,0.00
2. Trade War,0.56,0.30,0.02,0.17,0.56,0.18,0.50,0.73,0.50,0.70,0.67,1.00,0.00,0.71,0.00,0.00,0.00,0.75,0.07,1.00
3. Dunbar,0.45,0.20,0.08,0.10,0.45,0.10,0.50,0.38,0.33,0.20,0.00,0.00,0.00,0.33,0.63,0.00,0.63,0.45,-0.85,0.00
4. Stellar Vista,0.75,0.33,0.20,0.25,0.75,0.20,0.75,0.60,1.00,0.75,0.67,0.75,0.00,0.89,0.33,0.00,0.33,0.00,0.13,1.00
5. Conquered Zone,0.42,0.22,0.05,0.15,0.42,0.11,0.00,0.27,0.00,0.27,0.67,0.00,0.00,0.41,0.40,1.00,0.45,0.50,0.25,0.00
6. Speedy Miss,0.46,0.20,0.01,0.11,0.46,0.13,0.00,0.33,0.33,0.17,0.46,0.20,0.00,0.42,0.47,0.67,0.50,1.00,-0.55,0.00
7. Pennys Afield,0.78,0.36,0.03,0.33,0.78,0.21,0.86,0.78,0.00,0.50,0.67,0.50,0.00,0.78,0.00,0.00,0.00,0.00,-0.16,0.00
8. Kosta's Crown,0.67,0.30,0.33,0.11,0.67,0.09,0.75,0.67,0.67,0.71,0.50,1.00,0.00,0.83,0.33,0.00,0.33,0.00,-0.84,1.00
9. Mama Tembu,0.31,0.19,0.03,0.08,0.31,0.06,0.29,0.31,0.17,0.25,0.67,0.00,0.00,0.22,0.50,0.00,0.50,0.00,0.38,1.00
1. Snowdome,0.86,0.37,0.20,0.43,0.86,0.12,0.75,0.80,1.00,0.86,1.00,1.00,0.00,0.83,1.00,0.00,1.00,0.50,1.36,1.00
2. Man Crush,0.40,0.27,0.03,0.20,0.40,0.18,0.33,0.44,0.67,0.43,1.00,0.00,0.00,0.38,0.50,0.00,0.50,0.50,0.40,0.00
3. All The King's Men,0.50,0.35,0.25,0.38,0.50,0.20,0.33,0.50,1.00,0.60,1.00,1.00,0.00,0.43,1.00,0.00,1.00,0.00,-0.10,1.00
4. Rejuva King,0.71,0.32,0.10,0.43,0.71,0.14,1.00,0.71,0.75,0.33,0.50,0.00,0.00,0.33,1.00,0.00,1.00,0.00,3.86,0.00
5. Bustler,1.00,1.00,0.33,1.00,1.00,0.07,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,2.03,1.00
6. Upper Limits,1.00,0.45,0.17,0.20,1.00,0.17,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,-0.12,1.00
7. Uncle Gerard,0.75,0.27,0.00,0.00,0.75,0.12,1.00,0.75,0.67,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,-1.00,0.00
1. Acting God,0.70,0.26,0.05,0.20,0.70,1.00,0.00,0.62,0.00,0.25,0.88,0.00,0.00,0.71,0.67,0.00,0.67,1.00,-0.18,1.00
2. Chiclett,0.42,0.32,0.03,0.23,0.42,0.20,0.00,0.64,0.00,0.14,0.71,0.33,0.00,0.45,0.33,0.00,0.25,0.00,-0.49,0.00
3. Ginger Baker,0.54,0.24,0.01,0.13,0.54,0.06,0.67,0.46,0.67,0.30,0.50,0.40,0.00,0.38,0.83,1.00,0.88,0.83,-0.49,1.00
4. Henchard,0.57,0.22,0.13,0.21,0.57,0.17,0.33,0.45,0.33,0.43,0.75,0.50,0.00,0.58,0.50,0.00,0.50,0.00,-0.55,0.00
5. Keeper Sweet,0.43,0.28,0.17,0.19,0.43,0.17,0.47,0.64,0.50,0.38,0.57,0.50,0.00,0.50,0.20,0.00,0.20,0.00,-0.05,0.00
6. Avalon Bay,0.38,0.21,0.02,0.19,0.38,0.00,0.00,0.00,0.00,0.18,0.33,0.00,0.00,0.29,0.80,0.00,0.80,0.00,0.05,0.00
7. Aberdeen Queen,0.35,0.16,0.01,0.19,0.35,0.00,1.00,0.00,0.00,0.29,0.29,0.00,0.00,0.33,0.40,0.00,0.36,0.17,-0.44,0.00
8. Aragain,0.36,0.24,0.01,0.09,0.36,0.15,0.00,0.30,0.00,0.33,0.40,0.00,0.00,0.30,0.40,0.67,0.44,0.42,-0.67,1.00
9. Marchamley,0.40,0.28,0.07,0.20,0.40,0.15,0.50,0.40,0.25,0.00,1.00,0.00,0.00,0.25,1.00,1.00,1.00,0.00,1.29,0.00
10. Uncompromised,0.60,0.31,0.04,0.20,0.60,0.06,0.75,0.75,1.00,1.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,1.00,-0.36,0.00
11. Lord Gannicus,0.83,0.46,0.33,0.50,0.83,0.18,1.00,0.83,0.75,1.00,0.00,0.00,0.00,1.00,0.50,0.00,0.50,0.00,0.08,0.00
12. Sketta,0.38,0.23,0.05,0.19,0.38,0.00,0.00,0.27,0.00,0.25,0.33,0.00,0.00,0.17,0.57,0.33,0.50,0.00,0.21,1.00
13. Jarman,0.38,0.20,0.02,0.08,0.38,0.14,0.43,0.33,0.50,0.33,1.00,0.00,0.00,0.38,0.43,0.00,0.43,0.60,-0.16,0.00
1. Bruce Almighty,0.55,0.36,0.03,0.16,0.55,0.09,0.00,0.70,0.00,0.60,0.56,0.73,0.00,0.58,0.38,0.00,0.38,0.63,-0.11,0.00
2. Son Of Bacchus,0.49,0.18,0.02,0.13,0.49,0.09,0.20,0.22,0.00,0.46,0.17,0.14,0.00,0.58,0.00,0.00,0.00,0.42,-0.08,0.00
3. Playing Marika,0.44,0.20,0.02,0.19,0.44,0.14,0.47,0.25,0.00,0.33,0.47,0.22,0.00,0.47,0.38,0.00,0.36,0.00,0.74,1.00
4. Creator,0.43,0.22,0.07,0.17,0.43,0.08,1.00,0.60,0.50,0.55,0.50,0.67,0.00,0.54,0.00,0.00,0.00,0.25,-0.17,1.00
5. Rokanori,0.75,0.40,0.04,0.50,0.75,0.18,0.67,0.75,1.00,0.75,1.00,1.00,0.00,0.86,0.00,0.00,0.00,1.00,2.13,0.00
6. Chili Is Hot,0.48,0.30,0.02,0.17,0.48,0.06,0.00,0.50,0.00,0.24,0.43,0.00,0.00,0.29,1.00,1.00,1.00,0.75,0.37,0.00
7. Solaia,0.41,0.18,0.01,0.19,0.41,0.21,0.00,0.17,0.00,0.38,0.25,0.33,0.00,0.44,0.00,0.00,0.00,0.00,-0.25,0.00
8. Stay Safe,0.60,0.39,0.02,0.10,0.60,0.22,0.00,0.60,0.00,0.75,0.75,1.00,0.00,0.71,0.50,0.00,0.33,0.50,-0.84,0.00
9. Brooklyn Pier,0.48,0.32,0.03,0.15,0.48,0.07,0.43,0.47,0.57,0.47,0.67,0.83,0.00,0.55,0.00,0.50,0.20,0.50,-0.21,1.00
10. Startthefriar,0.33,0.13,0.02,0.17,0.33,0.20,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.75,0.00
11. Big Screen,0.67,0.33,0.33,0.24,0.67,0.15,0.85,0.78,0.50,0.58,0.88,0.75,0.00,0.63,1.00,0.50,0.80,0.67,0.13,1.00
12. Above The Peg,0.60,0.31,0.04,0.40,0.60,0.20,0.67,0.57,1.00,0.75,0.50,0.00,0.00,0.60,0.00,0.00,0.00,1.00,1.76,0.00
13. Piccola Signora,0.43,0.33,0.04,0.17,0.43,0.09,0.00,0.50,0.00,0.75,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,-0.20,0.00
14. Swear To God,1.00,0.63,0.25,0.60,1.00,0.23,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.23,0.00
1. Stageman,0.69,0.22,0.09,0.23,0.69,0.17,0.80,0.50,0.25,0.62,0.50,0.50,0.00,0.64,0.88,0.50,0.80,0.00,-0.16,1.00
2. Massimo,0.68,0.25,0.02,0.26,0.68,0.11,1.00,0.57,1.00,0.71,0.92,1.00,0.00,0.68,0.67,0.00,0.67,1.00,-0.14,1.00
4. Western Temple,0.53,0.27,0.01,0.13,0.53,0.05,0.00,0.14,0.20,0.58,0.44,0.50,0.00,0.60,0.33,0.00,0.31,0.00,-0.33,0.00
5. Resortman,0.67,0.30,0.25,0.42,0.67,0.21,0.63,0.58,0.75,0.54,0.56,0.50,0.00,0.63,0.86,0.00,0.75,0.00,0.61,1.00
6. Comfort Me,0.50,0.27,0.02,0.29,0.50,0.09,0.50,0.20,0.00,0.30,0.40,0.25,0.00,0.47,0.57,0.00,0.57,0.00,0.20,0.00
7. Kaptain Kaos,0.63,0.24,0.05,0.42,0.63,0.00,0.00,0.17,0.00,0.57,0.60,0.67,0.00,0.64,0.60,0.00,0.60,0.00,0.82,0.00
8. God Has Chosen,0.87,0.38,0.04,0.53,0.87,0.00,0.00,0.80,0.00,0.71,0.67,0.60,0.00,0.82,1.00,0.00,1.00,0.00,0.47,0.00
9. Notorious One,0.42,0.16,0.02,0.29,0.42,0.03,0.00,0.00,0.00,0.25,0.56,0.25,0.00,0.31,0.50,1.00,0.55,0.00,-0.06,0.00
10. Karli's Karma,0.79,0.50,0.20,0.36,0.79,0.18,0.73,1.00,1.00,0.67,1.00,1.00,0.00,0.92,0.00,0.00,0.00,0.00,1.89,1.00
3. Aysar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Multiverse,0.40,0.17,0.06,0.20,0.40,0.25,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.30,0.62,0.25,0.53,0.00,0.39,0.00
2. Downforce,0.49,0.32,0.03,0.15,0.49,0.13,0.64,0.62,0.00,0.50,0.57,0.67,0.00,0.50,0.50,0.00,0.43,0.30,-0.33,0.00
3. Nurhaci,0.62,0.30,0.50,0.27,0.62,0.10,0.00,0.55,0.50,1.00,0.55,0.00,0.00,0.67,0.25,1.00,0.40,0.00,-0.11,1.00
4. Written Matter,0.45,0.21,0.02,0.36,0.45,0.14,1.00,0.29,1.00,0.57,0.50,0.60,0.00,0.40,1.00,0.00,1.00,1.00,0.27,1.00
5. Hibiscus Lady,0.47,0.27,0.07,0.14,0.47,0.14,0.60,0.45,0.67,1.00,0.33,1.00,0.00,0.45,0.60,0.33,0.50,0.50,-0.48,0.00
6. Sneaky Chance,0.56,0.30,0.06,0.25,0.56,0.00,0.00,0.70,0.00,0.55,0.33,0.50,0.00,0.46,1.00,0.00,1.00,0.80,-0.23,0.00
7. Alien From Mars,0.43,0.38,0.03,0.19,0.43,0.08,0.50,0.50,0.00,0.47,0.50,0.50,0.00,0.41,0.50,0.00,0.50,0.00,1.27,0.00
8. Forest War,0.54,0.21,0.14,0.14,0.54,0.25,0.00,0.45,0.60,0.43,0.50,0.00,0.00,0.55,0.33,1.00,0.50,0.25,0.12,0.00
9. Cross Statement,0.74,0.26,0.04,0.16,0.74,0.23,0.00,0.73,0.00,1.00,0.71,1.00,0.00,0.75,0.80,0.50,0.71,1.00,-0.17,0.00
10. Prize Pursuit,0.56,0.27,0.17,0.22,0.56,0.20,0.75,0.44,0.50,0.67,0.50,0.50,0.00,0.60,0.50,0.50,0.50,0.00,-0.38,1.00
11. Real Grace,0.38,0.25,0.20,0.31,0.38,0.30,0.43,0.60,0.60,0.25,0.33,0.50,0.00,0.50,0.25,0.00,0.20,0.00,-0.13,0.00
12. Cold Shizzle,0.55,0.27,0.10,0.20,0.55,0.17,0.00,0.53,0.60,0.43,0.56,0.50,0.00,0.57,0.50,0.00,0.50,0.00,-0.39,0.00
13. He's Gold,0.28,0.18,0.01,0.11,0.28,0.19,0.00,0.25,0.00,0.29,0.43,0.50,0.00,0.21,0.50,0.00,0.50,0.33,-0.31,1.00
14. Miss Vasari,0.40,0.23,0.02,0.15,0.40,0.14,0.25,0.31,0.40,0.56,0.50,0.80,0.00,0.46,0.20,0.50,0.29,0.00,0.19,0.00
15. Ay Tee Emm,0.32,0.23,0.02,0.09,0.32,0.05,0.33,0.17,0.00,0.22,0.13,0.00,0.00,0.26,0.44,0.00,0.42,0.00,-0.40,0.00
16. Zephyra,1.00,1.00,0.04,1.00,1.00,0.20,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,2.70,0.00
1. Keep It Hush,0.28,0.19,0.00,0.00,0.28,0.00,0.33,0.20,0.33,0.60,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.28,-1.00,1.00
2. Mr Hollywood,0.50,0.18,0.00,0.00,0.50,0.05,0.00,0.57,0.67,1.00,1.00,0.00,0.00,0.60,0.33,0.00,0.33,0.43,-1.00,0.00
3. Divine Noir,0.20,0.17,0.00,0.00,0.20,0.11,1.00,0.20,0.25,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.22,-1.00,0.00
4. Let Them All Talk,0.60,0.28,0.00,0.00,0.60,0.11,0.00,0.60,0.00,0.00,0.33,0.00,0.00,0.50,1.00,0.00,1.00,0.60,-1.00,0.00
5. Vital Times,0.35,0.28,0.00,0.00,0.35,0.08,0.00,0.36,0.00,1.00,0.43,0.00,0.00,0.40,0.25,0.00,0.25,0.35,-1.00,0.00
6. Whaitiri,0.23,0.29,0.00,0.00,0.23,0.00,0.45,0.28,0.00,0.00,0.50,0.00,0.00,0.16,0.40,0.50,0.43,0.25,-1.00,0.00
8. Ocean Aura,0.22,0.19,0.00,0.00,0.22,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.22,-1.00,1.00
9. Travel Warning,0.00,0.14,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
